Title,Note,URL,Tags,Comment
AMORE Wardrobe & Archive,,https://www.google.com/maps/place/AMORE+Wardrobe+%26+Archive/data=!4m2!3m1!1s0x60188d5ea8f76175:0xa9b1f840d3281f3,,
Flamingo,,https://www.google.com/maps/place/Flamingo/data=!4m2!3m1!1s0x60188c9f5ac05aab:0x8404a17814fd32b5,,
BRAND COLLECT HARAJUKU,,https://www.google.com/maps/place/BRAND+COLLECT+HARAJUKU/data=!4m2!3m1!1s0x60188ca36ba4c0ed:0xd931a2811f4feb27,,
kindal harajuku second hand store,,https://www.google.com/maps/place/kindal+harajuku+second+hand+store/data=!4m2!3m1!1s0x60188ca363294bbd:0x94284877118e8e43,,
Es Quality Clothing,,https://www.google.com/maps/place/Es+Quality+Clothing/data=!4m2!3m1!1s0x60188ca429edb465:0x5e1b7bae9d211e0f,,
Kapital,,https://www.google.com/maps/place/Kapital/data=!4m2!3m1!1s0x60188be1a646bfff:0x54305bddd0388146,,
KAPITAL Legs Roppongi,,https://www.google.com/maps/place/KAPITAL+Legs+Roppongi/data=!4m2!3m1!1s0x60188b770edd442b:0x556e7ffae8630bea,,
MixTHINKS 原宿店,,https://www.google.com/maps/place/MixTHINKS+%E5%8E%9F%E5%AE%BF%E5%BA%97/data=!4m2!3m1!1s0x60188d1993ee9077:0x8b0cb8a9b1bad2d1,,
古着屋 Re:Re: Garden 下北沢店,,https://www.google.com/maps/place/%E5%8F%A4%E7%9D%80%E5%B1%8B+Re:Re:+Garden+%E4%B8%8B%E5%8C%97%E6%B2%A2%E5%BA%97/data=!4m2!3m1!1s0x6018f3ad749d7589:0x953db8ce9dcf4512,,
FLORENT,,https://www.google.com/maps/place/FLORENT/data=!4m2!3m1!1s0x60188ca14e68daa1:0xaca5231997cac837,,
Camellia vintage,Walked in here. Cute Chanel but 4k,https://www.google.com/maps/place/Camellia+vintage/data=!4m2!3m1!1s0x60188dd33ccc9443:0xb258cd84b4afe32f,,
G.B.Gafas SHIBUYA,Matt likes the titanium Boston club blue glasses and Taylor likes the Proper white frames - small size,https://www.google.com/maps/place/G.B.Gafas+SHIBUYA/data=!4m2!3m1!1s0x60188ca66e115555:0xf525bc5b284b8ec2,,
DOWNTOWN,Good for matsuda,https://www.google.com/maps/place/DOWNTOWN/data=!4m2!3m1!1s0x601889dd2deee075:0x313512678e84eac3,,
Eyewear Mebius Shibuya,Tay loves the black glasses,https://www.google.com/maps/place/Eyewear+Mebius+Shibuya/data=!4m2!3m1!1s0x60188ca8efc7cfff:0x6b206c380fa7cc21,,
Seibu Shibuya,,https://www.google.com/maps/place/Seibu+Shibuya/data=!4m2!3m1!1s0x60188ca86b3740b9:0x5d0968ff236330a0,,
Zoff Shibuya Mark City Store,,https://www.google.com/maps/place/Zoff+Shibuya+Mark+City+Store/data=!4m2!3m1!1s0x60188b560f5d27e3:0x24a4d2c31e8cc1e8,,
Zoff Grand Tokyo Shibuya Store,,https://www.google.com/maps/place/Zoff+Grand+Tokyo+Shibuya+Store/data=!4m2!3m1!1s0x60188d6daa575853:0x192eb2eb0b363826,,
EYEVAN Tokyo Gallery,,https://www.google.com/maps/place/EYEVAN+Tokyo+Gallery/data=!4m2!3m1!1s0x60188b381395d8f7:0xc20e202292a7190a,,
EYEVAN 7285 TOKYO,,https://www.google.com/maps/place/EYEVAN+7285+TOKYO/data=!4m2!3m1!1s0x60188b612864704f:0xb045f7289d7f5c65,,
SeepEYEVAN Shibuyasukuranburuten,,https://www.google.com/maps/place/SeepEYEVAN+Shibuyasukuranburuten/data=!4m2!3m1!1s0x60188b5833e7e0ad:0x806ffdaadbed6bd1,,
Four Nines,,https://www.google.com/maps/place/Four+Nines/data=!4m2!3m1!1s0x60188be637077085:0xf60a679de3e253b6,,
NATIVE SONS,,https://www.google.com/maps/place/NATIVE+SONS/data=!4m2!3m1!1s0x6018f3466aaaaaab:0xfa24148c62604d53,,
MASUNAGA1905 AOYAMA,,https://www.google.com/maps/place/MASUNAGA1905+AOYAMA/data=!4m2!3m1!1s0x60188c992ea5ce7f:0x168a9888ba7f13a0,,
MYKITA Shop Tokyo,,https://www.google.com/maps/place/MYKITA+Shop+Tokyo/data=!4m2!3m1!1s0x60188ca3fe2c2ecb:0xc02108d97201b4c0,,
DITA,,https://www.google.com/maps/place/DITA/data=!4m2!3m1!1s0x60188b60635f1f0b:0xd455f42291e60888,,
OWNDAYS,,https://www.google.com/maps/place/OWNDAYS/data=!4m2!3m1!1s0x60188d747d7a74eb:0x55a8bc5aca845ab5,,
OWNDAYS Shibuya Underground Mall Store,,https://www.google.com/maps/place/OWNDAYS+Shibuya+Underground+Mall+Store/data=!4m2!3m1!1s0x60188b6d7aa0d17b:0x37ce5a86864ce5bb,,
The SHE’TTER TOKYO Tokyu Plaza Omotesando “Omokado”,,https://www.google.com/maps/place/The+SHE%E2%80%99TTER+TOKYO+Tokyu+Plaza+Omotesando+%E2%80%9COmokado%E2%80%9D/data=!4m2!3m1!1s0x60188dc66984d977:0x75b6140db2f4c6ce,,
Omoide Yokocho,,https://www.google.com/maps/place/Omoide+Yokocho/data=!4m2!3m1!1s0x60188cd7058ad73f:0x908f55935cc13cd3,,
glänta Kyoto Ninenzaka,Custom rings ,https://www.google.com/maps/place/gl%C3%A4nta+Kyoto+Ninenzaka/data=!4m2!3m1!1s0x60010960d459ecef:0xc69c5a541ec2f693,,
glänta Kyoto Sanjo Kawaramachi,Custom rings ,https://www.google.com/maps/place/gl%C3%A4nta+Kyoto+Sanjo+Kawaramachi/data=!4m2!3m1!1s0x6001099c523ca143:0xf052c63246054a39,,
KOMEHYO,Vintage designer ,https://www.google.com/maps/place/KOMEHYO/data=!4m2!3m1!1s0x60188be0f0119fa3:0xee21f4b01572003e,,
RAGTAG,,https://www.google.com/maps/place/RAGTAG/data=!4m2!3m1!1s0x60188ca6a7684e97:0xd61b28f2c630d7aa,,
Takeshita Street Square,,https://www.google.com/maps/place/Takeshita+Street+Square/data=!4m2!3m1!1s0x60188cbb2461011b:0x75e49439227a27d3,,
Vivienne Westwood Red Label,,https://www.google.com/maps/place/Vivienne+Westwood+Red+Label/data=!4m2!3m1!1s0x60188ca48c15f5ed:0xaab4eb71b9cdce75,,
Shimokitazawa,,https://www.google.com/maps/place/Shimokitazawa/data=!4m2!3m1!1s0x601821ff675efbc3:0x332e8e1d2d9ec482,,
SML,,https://www.google.com/maps/place/SML/data=!4m2!3m1!1s0x60188b4e0ebb6183:0xced436a5e03c632f,,
